sequence	md5	length	database	accession	description	start	end	evalue	post_processed	date	entry	name
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	PRINTS	PR00401	SH2 domain signature	302	312	2.3E-13	T	13-03-2023	IPR000980	SH2 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	PRINTS	PR00401	SH2 domain signature	314	325	2.3E-13	T	13-03-2023	IPR000980	SH2 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	PRINTS	PR00401	SH2 domain signature	326	336	2.3E-13	T	13-03-2023	IPR000980	SH2 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	PRINTS	PR00401	SH2 domain signature	345	359	2.3E-13	T	13-03-2023	IPR000980	SH2 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	FunFam	G3DSA:2.30.30.40:FF:000110	Cytoplasmic protein	190	255	1.7E-39	T	13-03-2023	-	-
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	ProSiteProfiles	PS50002	Src homology 3 (SH3) domain profile.	190	252	27.488552	T	13-03-2023	IPR001452	SH3 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	Pfam	PF00017	SH2 domain	282	356	1.3E-23	T	13-03-2023	IPR000980	SH2 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	Gene3D	G3DSA:2.30.30.40	SH3 Domains	1	61	1.4E-20	T	13-03-2023	-	-
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	SMART	SM00326	SH3_2	5	60	7.0E-16	T	13-03-2023	IPR001452	SH3 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	SMART	SM00326	SH3_2	109	164	8.4E-20	T	13-03-2023	IPR001452	SH3 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	SMART	SM00326	SH3_2	193	251	7.7E-21	T	13-03-2023	IPR001452	SH3 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	FunFam	G3DSA:3.30.505.10:FF:000027	Cytoplasmic protein nck1	278	377	9.2E-58	T	13-03-2023	-	-
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	PANTHER	PTHR19969	SH2-SH3 ADAPTOR PROTEIN-RELATED	151	376	7.0E-104	T	13-03-2023	-	-
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	ProSiteProfiles	PS50002	Src homology 3 (SH3) domain profile.	2	61	25.787655	T	13-03-2023	IPR001452	SH3 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	SUPERFAMILY	SSF55550	SH2 domain	264	364	1.29E-27	T	13-03-2023	IPR036860	SH2 domain superfamily
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	SUPERFAMILY	SSF50044	SH3-domain	188	290	1.84E-22	T	13-03-2023	IPR036028	SH3-like domain superfamily
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	Pfam	PF00018	SH3 domain	8	53	1.6E-13	T	13-03-2023	IPR001452	SH3 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	Pfam	PF00018	SH3 domain	196	244	4.3E-15	T	13-03-2023	IPR001452	SH3 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	ProSiteProfiles	PS50001	Src homology 2 (SH2) domain profile.	282	376	20.918819	T	13-03-2023	IPR000980	SH2 domain
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	CDD	cd11900	SH3_Nck1_1	3	61	4.28511E-34	T	13-03-2023	IPR035562	Nck1, SH3 domain 1
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	CDD	cd11901	SH3_Nck1_2	108	162	2.39798E-37	T	13-03-2023	IPR035564	Nck1, SH3 domain 2
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	FunFam	G3DSA:2.30.30.40:FF:000061	Cytoplasmic protein	1	61	6.5E-37	T	13-03-2023	-	-
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	Gene3D	G3DSA:2.30.30.40	SH3 Domains	190	255	2.5E-22	T	13-03-2023	-	-
sp|P16333|NCK1_HUMAN	e8c571a646fa824507b79bb581464cbf	377	SUPERFAMILY	SSF50044	SH3-domain	111	167	6.04E-22	T	13-03-2023	IPR036028	SH3-like domain superfamily
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	MobiDBLite	mobidb-lite	consensus disorder prediction	1363	1388	-	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Gene3D	G3DSA:2.30.29.30	-	1151	1254	1.9E-32	T	13-03-2023	IPR011993	PH-like domain superfamily
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	ProSiteProfiles	PS50081	Zinc finger phorbol-ester/DAG-type profile.	1260	1315	9.2806	T	13-03-2023	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Coils	Coil	Coil	694	802	-	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Pfam	PF00069	Protein kinase domain	92	354	4.4E-62	T	13-03-2023	IPR000719	Protein kinase domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	ProSiteProfiles	PS50011	Protein kinase domain profile.	92	354	45.94046	T	13-03-2023	IPR000719	Protein kinase domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	SUPERFAMILY	SSF50729	PH domain-like	1149	1350	2.85E-10	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	FunFam	G3DSA:1.20.5.340:FF:000016	Rho-associated protein kinase 2	550	717	1.7E-91	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Coils	Coil	Coil	449	553	-	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	FunFam	G3DSA:1.20.5.730:FF:000001	rho-associated protein kinase 2	976	1047	5.7E-32	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Coils	Coil	Coil	1056	1101	-	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	CDD	cd01242	PH_ROCK	1151	1257	3.74953E-58	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	FunFam	G3DSA:2.30.29.30:FF:000033	Rho-associated protein kinase 2	1151	1257	2.6E-63	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	89	412	8.5E-85	T	13-03-2023	IPR011009	Protein kinase-like domain superfamily
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	PANTHER	PTHR22988	MYOTONIC DYSTROPHY S/T KINASE-RELATED	47	567	0.0	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	ProSiteProfiles	PS51860	REM-1 domain profile.	497	573	22.733717	T	13-03-2023	IPR011072	HR1 rho-binding domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	SMART	SM00220	serkin_6	92	354	6.2E-95	T	13-03-2023	IPR000719	Protein kinase domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Coils	Coil	Coil	810	865	-	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	FunFam	G3DSA:3.30.200.20:FF:000072	Rho-associated protein kinase 2	38	185	1.8E-84	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	176	376	0.0	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	SUPERFAMILY	SSF57889	Cysteine-rich domain	1258	1307	4.19E-8	T	13-03-2023	IPR046349	C1-like domain superfamily
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	CDD	cd20875	C1_ROCK2	1250	1320	3.95589E-56	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Gene3D	G3DSA:3.30.60.20	-	1255	1316	4.8E-9	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	FunFam	G3DSA:1.10.510.10:FF:000047	Rho-associated protein kinase 1	176	376	3.7E-129	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	FunFam	G3DSA:3.30.200.20:FF:001759	Rho-associated, coiled-coil-containing protein kinase 2b	336	433	5.0E-45	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	CDD	cd11638	HR1_ROCK2	505	571	1.41442E-29	T	13-03-2023	IPR037311	Rho-associated protein kinase 2, HR1 domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	ProSiteProfiles	PS51285	AGC-kinase C-terminal domain profile.	357	425	11.93071	T	13-03-2023	IPR000961	AGC-kinase, C-terminal
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	CDD	cd05621	STKc_ROCK2	39	417	0.0	T	13-03-2023	IPR029878	Rho-associated protein kinase 2, catalytic domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	210	222	-	T	13-03-2023	IPR008271	Serine/threonine-protein kinase, active site
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	ProSiteProfiles	PS50003	PH domain profile.	1150	1349	7.8762	T	13-03-2023	IPR001849	Pleckstrin homology domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	SMART	SM00133	pkinase_C_6	357	417	1.5E-12	T	13-03-2023	IPR000961	AGC-kinase, C-terminal
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	39	385	0.0	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Coils	Coil	Coil	880	1009	-	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Gene3D	G3DSA:1.20.5.340	-	550	717	1.6E-68	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Coils	Coil	Coil	613	633	-	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	CDD	cd22250	ROCK_SBD	856	936	1.36294E-32	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Pfam	PF08912	Rho Binding	978	1046	1.0E-24	T	13-03-2023	IPR015008	ROCK, Rho binding domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	SUPERFAMILY	SSF103652	G protein-binding domain	977	1045	5.49E-26	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	ProSiteProfiles	PS51859	Rho-binding (RhoBD) domain profile.	979	1047	26.891842	T	13-03-2023	IPR015008	ROCK, Rho binding domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	SMART	SM00109	c1_12	1261	1315	2.9E-12	T	13-03-2023	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	98	121	-	T	13-03-2023	IPR017441	Protein kinase, ATP binding site
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Coils	Coil	Coil	557	605	-	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	PIRSF	PIRSF037568	ROCK	15	1388	0.0	T	13-03-2023	IPR020684	Rho-associated protein kinase 1/2
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	FunFam	G3DSA:3.30.60.20:FF:000036	Rho-associated protein kinase 1	1252	1317	1.3E-39	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Coils	Coil	Coil	655	689	-	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	SMART	SM00233	PH_update	1151	1351	1.9E-5	T	13-03-2023	IPR001849	Pleckstrin homology domain
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	Gene3D	G3DSA:1.20.5.730	Single helix bin	977	1047	3.6E-29	T	13-03-2023	-	-
sp|O75116|ROCK2_HUMAN	cdac56f3fb25a24d9a7c1593498f04e2	1388	MobiDBLite	mobidb-lite	consensus disorder prediction	1345	1388	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2815	2887	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	FunFam	G3DSA:3.30.720.50:FF:000002	Putative e3 ubiquitin-protein ligase huwe1 isoform x2	1603	1685	6.6E-52	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	3041	3059	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	978	1001	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	3537	3568	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Pfam	PF00627	UBA/TS-N domain	1318	1352	6.2E-7	T	13-03-2023	IPR015940	Ubiquitin-associated domain
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	SMART	SM00119	hect_3	4036	4374	0.0	T	13-03-2023	IPR000569	HECT domain
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Coils	Coil	Coil	2681	2703	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	1396	1415	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	121	141	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2905	2934	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	SUPERFAMILY	SSF48371	ARM repeat	93	638	2.35E-5	T	13-03-2023	IPR016024	Armadillo-type fold
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Gene3D	G3DSA:6.10.250.1630	-	2961	2989	6.5E-6	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	FunFam	G3DSA:3.90.1750.10:FF:000003	E3 ubiquitin-protein ligase UPL1	3991	4164	2.2E-63	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2719	2776	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	1	90	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	FunFam	G3DSA:3.30.2160.10:FF:000007	E3 ubiquitin-protein ligase HUWE1 isoform X2	4139	4218	1.1E-49	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Pfam	PF06012	Domain of Unknown Function (DUF908)	90	367	5.7E-27	T	13-03-2023	IPR010309	E3 ubiquitin ligase, domain of unknown function DUF908
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	1689	1735	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Gene3D	G3DSA:3.90.1750.10	Hect, E3 ligase catalytic domains	4014	4253	1.5E-100	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	ProSiteProfiles	PS50030	Ubiquitin-associated domain (UBA) profile.	1316	1355	13.125224	T	13-03-2023	IPR015940	Ubiquitin-associated domain
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Pfam	PF00632	HECT-domain (ubiquitin-transferase)	4069	4373	4.3E-91	T	13-03-2023	IPR000569	HECT domain
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	91	109	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2036	2060	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	1014	1037	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	SUPERFAMILY	SSF117839	WWE domain	1617	1680	3.79E-17	T	13-03-2023	IPR037197	WWE domain superfamily
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	SMART	SM00165	uba_6	1318	1354	1.8E-4	T	13-03-2023	IPR015940	Ubiquitin-associated domain
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Coils	Coil	Coil	1402	1423	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	1699	1721	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	CDD	cd14288	UBA_HUWE1	1317	1356	1.43781E-15	T	13-03-2023	IPR041918	HUWE1, UBA domain
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	1291	1320	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Gene3D	G3DSA:3.30.720.50	-	1603	1685	2.6E-14	T	13-03-2023	IPR037197	WWE domain superfamily
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	ProSiteProfiles	PS50918	WWE domain profile.	1603	1680	18.769655	T	13-03-2023	IPR004170	WWE domain
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2694	2718	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	FunFam	G3DSA:3.30.2410.10:FF:000004	E3 ubiquitin-protein ligase HUWE1, variant	4255	4374	3.6E-70	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2356	2480	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	SUPERFAMILY	SSF46934	UBA-like	1303	1358	1.46E-12	T	13-03-2023	IPR009060	UBA-like superfamily
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	3737	3758	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	1291	1310	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	142	548	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	SUPERFAMILY	SSF56204	Hect, E3 ligase catalytic domain	4011	4367	2.35E-130	T	13-03-2023	IPR035983	HECT, E3 ligase catalytic domain
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	3245	3260	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2694	2970	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2262	2342	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	3781	3848	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2406	2471	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	FunFam	G3DSA:1.10.8.10:FF:000019	Putative e3 ubiquitin-protein ligase huwe1 isoform x2	1311	1356	2.5E-28	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Gene3D	G3DSA:3.30.2410.10	Hect, E3 ligase catalytic domain	4255	4374	1.1E-48	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	PANTHER	PTHR11254	HECT DOMAIN UBIQUITIN-PROTEIN LIGASE	3271	4372	0.0	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	3813	3830	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	3471	3502	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Gene3D	G3DSA:3.30.2160.10	Hect, E3 ligase catalytic domain	4139	4218	1.5E-100	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	110	120	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	3471	3512	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Pfam	PF14377	Ubiquitin binding region	2963	2990	6.7E-10	T	13-03-2023	IPR025527	HUWE1/REV1, ubiquitin-binding motif
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Pfam	PF14377	Ubiquitin binding region	3052	3082	1.1E-6	T	13-03-2023	IPR025527	HUWE1/REV1, ubiquitin-binding motif
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Pfam	PF14377	Ubiquitin binding region	3011	3043	9.1E-11	T	13-03-2023	IPR025527	HUWE1/REV1, ubiquitin-binding motif
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	549	567	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	CDD	cd00078	HECTc	4019	4372	0.0	T	13-03-2023	IPR000569	HECT domain
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Coils	Coil	Coil	2425	2445	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2018	2065	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	737	756	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	Gene3D	G3DSA:1.10.8.10	-	1310	1356	9.5E-20	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2262	2295	-	T	13-03-2023	-	-
sp|Q7Z6Z7|HUWE1_HUMAN	b038764175da8a1b0bf949044242abe9	4374	MobiDBLite	mobidb-lite	consensus disorder prediction	2018	2035	-	T	13-03-2023	-	-
